time[s],flange_omega_x[rad/s],flange_omega_y[rad/s],flange_omega_z[rad/s],flange_alpha_x[rad/s2],flange_alpha_y[rad/s2],flange_alpha_z[rad/s2],cycloid_acc_x[m/s2],cycloid_acc_y[m/s2],cycloid_acc_z[m/s2],input_omega_x[rad/s],input_omega_y[rad/s],input_omega_z[rad/s],crank_omega_z[rad/s]
3.021085937500148644e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.906766981436913477e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.385049595675271803e+02,2.526150649333434473e+01,-2.855917603816279460e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000061336891e+02,-9.399982763880639425e+01
3.021585937500148589e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.928881577642530543e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.489431098244497207e+02,2.425856902031515006e+01,-4.919818085311643330e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000042114721e+02,-9.400062460201957037e+01
3.021992187500148197e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.945508579919456693e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.579825689668162454e+02,2.711772800098876957e+01,-7.626578973457404098e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999994321911e+02,-9.400008655766205834e+01
3.022523437500146959e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.961128266241771723e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.399211932861806531e+02,2.686711438177610844e+01,-1.371156795125351380e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000048661377e+02,-9.400041838798358640e+01
3.023023437500146904e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.969079578590576585e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.241780406565057149e+01,3.932419149034115691e+01,1.226297721612602487e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000115447847e+02,-9.400029851278935666e+01
3.023523437500147959e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.963912464078072295e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.238746200631271677e+02,3.472739777662561522e+01,7.074740891052568870e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000058079195e+02,-9.400020661131529209e+01
3.024023437500149014e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.947205675421392890e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.225211941966067570e+02,2.569802406625167279e+01,-4.438844957176135253e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000008689653e+02,-9.400039306947543594e+01
3.024523437500150069e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.924540354408665221e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.796230382119360911e+02,2.684174733055823125e+01,-9.500058131367307146e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000020556854e+02,-9.400030677844789295e+01
3.025023437500151124e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.901538360181703746e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.327613190208320475e+02,1.769635169608265812e+01,-1.325949832492447555e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999965678512e+02,-9.399985677927578820e+01
3.025523437500152180e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.883072513150132687e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.043923889266770857e+02,1.615708071623249964e+01,-1.473489835672810599e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000049898858e+02,-9.399998959011080046e+01
3.026148437500152943e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.871179479837193682e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.415323959504026874e+01,1.770520420603828526e+01,-1.273227376952619494e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999962324750e+02,-9.399944577016194103e+01
3.026648437500152888e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.873493060845172975e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.275017123937506369e+02,2.008907914790544780e+01,-9.604034441692984814e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999972189357e+02,-9.399994955627553850e+01
